run_id;loco_no;performing_ru;coverage_date;coverage_pct;assigned_minutes;unresolved_gap_minutes;overlap_minutes;error_findings;manual_review_findings;gate_status;gate_reason;exact_overlap_seconds;exact_overlap_minutes
RUN_20260621_191259;91806193232-6;LTE NL - LTE Netherlands B.V.;2026-06-19;48.05;555;600;0;0;0;BLOCKED;GAPs über 8h=1 | Ungeklärte GAP-Minuten=600 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806193260-7;LTE NL - LTE Netherlands B.V.;2026-06-19;57.14;600;450;0;0;0;WARNING;Ungeklärte GAP-Minuten=450 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193262-3;LTE NL - LTE Netherlands B.V.;2026-06-19;94.23;735;45;0;0;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193427-2;LTE NL - LTE Netherlands B.V.;2026-06-19;86.87;1290;195;0;1;0;BLOCKED;ERROR-Findings=1 | GAPs über 8h=1 | Ungeklärte GAP-Minuten=195 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806193738-2;LTE NL - LTE Netherlands B.V.;2026-06-19;80.95;765;180;0;0;0;WARNING;Ungeklärte GAP-Minuten=180 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193796-0;LTE NL - LTE Netherlands B.V.;2026-06-19;100.0;855;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193818-2;LTE NL - LTE Netherlands B.V.;2026-06-19;60.0;90;60;0;0;0;WARNING;Ungeklärte GAP-Minuten=60 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193829-9;LTE NL - LTE Netherlands B.V.;2026-06-19;88.06;885;120;0;0;0;WARNING;Ungeklärte GAP-Minuten=120 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193933-9;LTE NL - LTE Netherlands B.V.;2026-06-19;54.67;615;510;0;1;0;BLOCKED;ERROR-Findings=1 | GAPs über 8h=1 | Ungeklärte GAP-Minuten=510;0;0.0
RUN_20260621_191259;91806193962-8;LTE NL - LTE Netherlands B.V.;2026-06-19;28.87;420;1035;0;0;0;BLOCKED;GAPs über 8h=1 | Ungeklärte GAP-Minuten=1035;0;0.0
RUN_20260621_191259;91807193881-8;LTE NL - LTE Netherlands B.V.;2026-06-19;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91807193883-4;LTE NL - LTE Netherlands B.V.;2026-06-19;95.0;855;45;15;1;0;BLOCKED;ERROR-Findings=1 | Overlap-Minuten=15 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=45 | INFO-Findings=1 | Tatsaechliche Ueberschneidung=4.0 Minuten;240;4.0
RUN_20260621_191259;91807193907-1;LTE NL - LTE Netherlands B.V.;2026-06-19;86.42;1050;165;0;0;0;WARNING;Ungeklärte GAP-Minuten=165 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806189804-8;LTE PL - LTE Polska Spółka z o.o.;2026-06-19;75.0;135;45;0;0;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91850000010-7;MEDWAY BELGIUM nv;2026-06-19;75.51;555;180;0;0;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=180 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806189205-8;Bahnbetrieb GERA;2026-06-18;100.0;510;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91807193212-6;DB Cargo Belgium;2026-06-18;81.82;270;60;0;0;0;WARNING;Ungeklärte GAP-Minuten=60 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91807193886-7;DB Cargo Belgium;2026-06-18;89.02;1095;135;0;0;0;WARNING;Ungeklärte GAP-Minuten=135 | INFO-Findings=3;0;0.0
RUN_20260621_191259;91806185346-4;LTE AT - LTE Austria GmbH;2026-06-18;87.5;1050;150;0;1;0;BLOCKED;ERROR-Findings=1 | GAPs über 8h=1 | Ungeklärte GAP-Minuten=150 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806186456-0;LTE AT - LTE Austria GmbH;2026-06-18;100.0;15;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193377-9;LTE AT - LTE Austria GmbH;2026-06-18;100.0;165;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193386-0;LTE AT - LTE Austria GmbH;2026-06-18;100.0;1005;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193856-2;LTE AT - LTE Austria GmbH;2026-06-18;70.21;495;210;0;0;0;WARNING;Ungeklärte GAP-Minuten=210 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193957-8;LTE AT - LTE Austria GmbH;2026-06-18;70.21;495;210;0;0;0;WARNING;Ungeklärte GAP-Minuten=210 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193046-0;LTE CH - LTE Schweiz GmbH;2026-06-18;100.0;30;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91807193805-7;LTE CH - LTE Schweiz GmbH;2026-06-18;100.0;15;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91850000010-7;LTE CH - LTE Schweiz GmbH;2026-06-18;100.0;180;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193512-1;LTE CZ - LTE Czechia s.r.o.;2026-06-18;100.0;1395;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;92812016903-4;LTE CZ - LTE Czechia s.r.o.;2026-06-18;100.0;60;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;90802019402-7;LTE DE - LTE Germany GmbH;2026-06-18;77.78;1155;330;15;1;0;BLOCKED;ERROR-Findings=1 | Overlap-Minuten=15 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=330 | INFO-Findings=2 | Tatsaechliche Ueberschneidung=1.0 Minuten;60;1.0
RUN_20260621_191259;90802159259-1;LTE DE - LTE Germany GmbH;2026-06-18;53.06;780;690;105;4;0;BLOCKED;ERROR-Findings=4 | Overlap-Minuten=105 | Nicht exportfähige Movements=4 | Ungeklärte GAP-Minuten=690 | INFO-Findings=1 | Tatsaechliche Ueberschneidung=60.0 Minuten;3600;60.0
RUN_20260621_191259;91515370068-6;LTE DE - LTE Germany GmbH;2026-06-18;73.91;255;90;0;0;0;WARNING;Ungeklärte GAP-Minuten=90 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806185243-3;LTE DE - LTE Germany GmbH;2026-06-18;100.0;1440;0;0;0;0;READY;"";0;0.0
