run_id;loco_no;coverage_date;performing_rus;performing_ru_count;in_report_movement_rows;assignment_slot_count;assigned_minutes;relevant_gap_slot_count;unresolved_gap_minutes;overlap_slot_count;overlap_minutes;expected_scope_slot_count;coverage_pct;relevant_gap_rows;long_gap_rows;max_gap_minutes;error_findings;manual_review_findings;warning_findings;info_findings;finding_rule_ids;export_ready_movement_rows;not_export_ready_movement_rows;gate_status;gate_reason;exact_overlap_seconds;exact_overlap_minutes
RUN_20260621_191259;91806186942-9;2026-06-20;LTE NL - LTE Netherlands B.V.;1;2;17;255;53;795;0;0;70;24.29;2;1;1150;0;1;0;1;R010.5, R003;1;1;BLOCKED;Manual Reviews=1 | GAPs über 8h=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=795 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806186943-7;2026-06-20;LTE DE - LTE Germany GmbH;1;4;60;900;0;0;0;0;60;100.0;0;0;0;0;3;0;0;R015, R003;2;2;BLOCKED;Manual Reviews=3 | Nicht exportfähige Movements=2;0;0.0
RUN_20260621_191259;91806186944-5;2026-06-20;"";0;2;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;1;R003;1;0;WARNING;INFO-Findings=1;0;0.0
RUN_20260621_191259;91806189804-8;2026-06-20;LTE DE - LTE Germany GmbH;1;5;38;570;0;0;0;0;38;100.0;0;0;0;0;0;0;0;"";5;0;READY;"";0;0.0
RUN_20260621_191259;91806189806-3;2026-06-20;LTE DE - LTE Germany GmbH;1;1;4;60;0;0;0;0;4;100.0;0;0;0;0;0;0;0;"";1;0;READY;"";0;0.0
RUN_20260621_191259;91806192999-1;2026-06-20;LTE DE - LTE Germany GmbH;1;19;72;1080;0;0;0;0;72;100.0;0;0;0;0;0;0;0;"";19;0;READY;"";0;0.0
RUN_20260621_191259;91806193042-9;2026-06-20;LTE NL - LTE Netherlands B.V.;1;1;3;45;0;0;0;0;3;100.0;0;0;0;0;0;0;0;"";1;0;READY;"";0;0.0
RUN_20260621_191259;91806193232-6;2026-06-20;LTE NL - LTE Netherlands B.V.;1;6;29;435;9;135;0;0;38;76.32;2;0;74;0;1;0;2;R010.5, R003;5;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=135 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806193257-3;2026-06-20;"";0;1;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;1;R003;0;0;WARNING;INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193260-7;2026-06-20;LTE NL - LTE Netherlands B.V.;1;2;40;600;2;30;0;0;42;95.24;1;0;17;0;0;0;1;R010.5;2;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193262-3;2026-06-20;LTE NL - LTE Netherlands B.V. | LTE CZ - LTE Czechia s.r.o.;2;2;64;960;0;0;1;15;64;100.0;0;0;0;1;0;0;0;R011;1;1;BLOCKED;ERROR-Findings=1 | Overlap-Minuten=15 | Nicht exportfähige Movements=1 | Tatsaechliche Ueberschneidung=12.0 Minuten;720;12.0
RUN_20260621_191259;91806193272-2;2026-06-20;LTE DE - LTE Germany GmbH;1;2;64;960;8;120;0;0;72;88.89;1;0;113;0;1;0;1;R010.5, R003;1;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=120 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193377-9;2026-06-20;LTE DE - LTE Germany GmbH;1;2;23;345;2;30;0;0;25;92.0;1;0;30;0;1;0;1;R010.5, R003;1;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193386-0;2026-06-20;LTE AT - LTE Austria GmbH | LTE DE - LTE Germany GmbH;2;9;73;1095;3;45;0;0;76;96.05;1;0;36;0;0;0;1;R010.5;9;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806193427-2;2026-06-20;LTE NL - LTE Netherlands B.V.;1;2;26;390;42;630;0;0;68;38.24;1;1;716;0;0;0;0;"";2;0;BLOCKED;GAPs über 8h=1 | Ungeklärte GAP-Minuten=630;0;0.0
RUN_20260621_191259;91806193515-4;2026-06-20;LTE NL - LTE Netherlands B.V.;1;3;1;15;0;0;0;0;1;100.0;0;0;0;0;1;0;0;R003;2;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1;0;0.0
RUN_20260621_191259;91806193697-0;2026-06-20;LTE DE - LTE Germany GmbH;1;2;28;420;0;0;0;0;28;100.0;0;0;0;0;0;0;0;"";2;0;READY;"";0;0.0
RUN_20260621_191259;91806193718-4;2026-06-20;LTE CZ - LTE Czechia s.r.o. | LTE NL - LTE Netherlands B.V.;2;4;60;900;0;0;0;0;60;100.0;0;0;0;0;0;0;0;"";4;0;READY;"";0;0.0
